Exporting Country,Year,Exports in Millions,Importing Country
Spain,1994,,Saudi Arabia
Spain,1995,,Saudi Arabia
Spain,1996,,Saudi Arabia
Spain,1997,,Saudi Arabia
Spain,1998,,Saudi Arabia
Spain,1999,,Saudi Arabia
Spain,2000,,Saudi Arabia
Spain,2001,,Saudi Arabia
Spain,2002,,Saudi Arabia
Spain,2003,,Saudi Arabia
Spain,2004,,Saudi Arabia
Spain,2005,,Saudi Arabia
Spain,2006,,Saudi Arabia
Spain,2007,,Saudi Arabia
Spain,2008,,Saudi Arabia
Spain,2009,,Saudi Arabia
Spain,2010,,Saudi Arabia
Spain,2011,98,Saudi Arabia
Spain,2012,196,Saudi Arabia
Spain,2013,,Saudi Arabia
Spain,2014,98,Saudi Arabia
Spain,2015,196,Saudi Arabia
Spain,2016,,Saudi Arabia
Sweden,1988,,Saudi Arabia
Sweden,1989,,Saudi Arabia
Sweden,1990,,Saudi Arabia
Sweden,1991,,Saudi Arabia
Sweden,1992,,Saudi Arabia
Sweden,1993,,Saudi Arabia
Sweden,1994,,Saudi Arabia
Sweden,1995,,Saudi Arabia
Sweden,1996,,Saudi Arabia
Sweden,1997,,Saudi Arabia
Sweden,1998,,Saudi Arabia
Sweden,1999,,Saudi Arabia
Sweden,2000,,Saudi Arabia
Sweden,2001,,Saudi Arabia
Sweden,2002,,Saudi Arabia
Sweden,2003,,Saudi Arabia
Sweden,2004,,Saudi Arabia
Sweden,2005,,Saudi Arabia
Sweden,2006,,Saudi Arabia
Sweden,2007,,Saudi Arabia
Sweden,2008,,Saudi Arabia
Sweden,2009,,Saudi Arabia
Sweden,2010,3,Saudi Arabia
Sweden,2011,3,Saudi Arabia
Sweden,2012,,Saudi Arabia
Sweden,2013,,Saudi Arabia
Sweden,2014,160,Saudi Arabia
Sweden,2015,,Saudi Arabia
Sweden,2016,,Saudi Arabia
Switzerland,1988,33,Saudi Arabia
Switzerland,1989,35,Saudi Arabia
Switzerland,1990,40,Saudi Arabia
Switzerland,1991,42,Saudi Arabia
Switzerland,1992,53,Saudi Arabia
Switzerland,1993,57,Saudi Arabia
Switzerland,1994,40,Saudi Arabia
Switzerland,1995,38,Saudi Arabia
Switzerland,1996,45,Saudi Arabia
Switzerland,1997,6,Saudi Arabia
Switzerland,1998,,Saudi Arabia
Switzerland,1999,,Saudi Arabia
Switzerland,2000,,Saudi Arabia
Switzerland,2001,,Saudi Arabia
Switzerland,2002,,Saudi Arabia
Switzerland,2003,,Saudi Arabia
Switzerland,2004,,Saudi Arabia
Switzerland,2005,,Saudi Arabia
Switzerland,2006,,Saudi Arabia
Switzerland,2007,,Saudi Arabia
Switzerland,2008,,Saudi Arabia
Switzerland,2009,10,Saudi Arabia
Switzerland,2010,40,Saudi Arabia
Switzerland,2011,40,Saudi Arabia
Switzerland,2012,,Saudi Arabia
Switzerland,2013,,Saudi Arabia
Switzerland,2014,83,Saudi Arabia
Switzerland,2015,142,Saudi Arabia
Switzerland,2016,44,Saudi Arabia
Turkey,1988,,Saudi Arabia
Turkey,1989,,Saudi Arabia
Turkey,1990,,Saudi Arabia
Turkey,1991,,Saudi Arabia
Turkey,1992,,Saudi Arabia
Turkey,1993,,Saudi Arabia
Turkey,1994,,Saudi Arabia
Turkey,1995,,Saudi Arabia
Turkey,1996,,Saudi Arabia
Turkey,1997,,Saudi Arabia
Turkey,1998,,Saudi Arabia
Turkey,1999,,Saudi Arabia
Turkey,2000,,Saudi Arabia
Turkey,2001,,Saudi Arabia
Turkey,2002,,Saudi Arabia
Turkey,2003,,Saudi Arabia
Turkey,2004,15,Saudi Arabia
Turkey,2005,8,Saudi Arabia
Turkey,2006,8,Saudi Arabia
Turkey,2007,20,Saudi Arabia
Turkey,2008,26,Saudi Arabia
Turkey,2009,26,Saudi Arabia
Turkey,2010,29,Saudi Arabia
Turkey,2011,33,Saudi Arabia
Turkey,2012,33,Saudi Arabia
Turkey,2013,44,Saudi Arabia
Turkey,2014,39,Saudi Arabia
Turkey,2015,52,Saudi Arabia
Turkey,2016,39,Saudi Arabia
United Kingdom,1988,72,Saudi Arabia
United Kingdom,1989,929,Saudi Arabia
United Kingdom,1990,653,Saudi Arabia
United Kingdom,1991,352,Saudi Arabia
United Kingdom,1992,10,Saudi Arabia
United Kingdom,1993,185,Saudi Arabia
United Kingdom,1994,,Saudi Arabia
United Kingdom,1995,,Saudi Arabia
United Kingdom,1996,220,Saudi Arabia
United Kingdom,1997,1029,Saudi Arabia
United Kingdom,1998,630,Saudi Arabia
United Kingdom,1999,8,Saudi Arabia
United Kingdom,2000,35,Saudi Arabia
United Kingdom,2001,,Saudi Arabia
United Kingdom,2002,,Saudi Arabia
United Kingdom,2003,,Saudi Arabia
United Kingdom,2004,,Saudi Arabia
United Kingdom,2005,,Saudi Arabia
United Kingdom,2006,,Saudi Arabia
United Kingdom,2007,,Saudi Arabia
United Kingdom,2008,29,Saudi Arabia
United Kingdom,2009,458,Saudi Arabia
United Kingdom,2010,550,Saudi Arabia
United Kingdom,2011,438,Saudi Arabia
United Kingdom,2012,216,Saudi Arabia
United Kingdom,2013,746,Saudi Arabia
United Kingdom,2014,615,Saudi Arabia
United Kingdom,2015,751,Saudi Arabia
United Kingdom,2016,843,Saudi Arabia
United States,1988,152,Saudi Arabia
United States,1989,172,Saudi Arabia
United States,1990,1049,Saudi Arabia
United States,1991,397,Saudi Arabia
United States,1992,888,Saudi Arabia
United States,1993,2017,Saudi Arabia
United States,1994,884,Saudi Arabia
United States,1995,887,Saudi Arabia
United States,1996,1406,Saudi Arabia
United States,1997,1724,Saudi Arabia
United States,1998,2212,Saudi Arabia
United States,1999,1512,Saudi Arabia
United States,2000,3,Saudi Arabia
United States,2001,33,Saudi Arabia
United States,2002,89,Saudi Arabia
United States,2003,117,Saudi Arabia
United States,2004,324,Saudi Arabia
United States,2005,153,Saudi Arabia
United States,2006,172,Saudi Arabia
United States,2007,149,Saudi Arabia
United States,2008,248,Saudi Arabia
United States,2009,244,Saudi Arabia
United States,2010,358,Saudi Arabia
United States,2011,397,Saudi Arabia
United States,2012,394,Saudi Arabia
United States,2013,607,Saudi Arabia
United States,2014,1403,Saudi Arabia
United States,2015,1771,Saudi Arabia
United States,2016,1908,Saudi Arabia
Belarus,1988,,Syria
Bulgaria,1988,,Syria
China,1988,,Syria
Czechoslovakia,1988,,Syria
Iran,1988,,Syria
North Korea,1988,,Syria
Pakistan,1988,,Syria
Russia,1988,,Syria
Slovakia,1988,,Syria
Soviet Union,1988,1312,Syria
Belarus,1989,,Syria
Bulgaria,1989,,Syria
China,1989,,Syria
Czechoslovakia,1989,,Syria
Iran,1989,,Syria
North Korea,1989,,Syria
Pakistan,1989,,Syria
Russia,1989,,Syria
Slovakia,1989,,Syria
Soviet Union,1989,663,Syria
Belarus,1990,,Syria
Bulgaria,1990,,Syria
China,1990,,Syria
Czechoslovakia,1990,,Syria
Iran,1990,,Syria
North Korea,1990,,Syria
Pakistan,1990,,Syria
Russia,1990,,Syria
Slovakia,1990,,Syria
Soviet Union,1990,739,Syria
Belarus,1991,,Syria
Bulgaria,1991,,Syria
China,1991,,Syria
Czechoslovakia,1991,276,Syria
Iran,1991,,Syria
North Korea,1991,22,Syria
Pakistan,1991,,Syria
Russia,1991,,Syria
Slovakia,1991,,Syria
Soviet Union,1991,24,Syria
Belarus,1992,,Syria
Bulgaria,1992,11,Syria
China,1992,,Syria
Czechoslovakia,1992,198,Syria
Iran,1992,,Syria
North Korea,1992,22,Syria
Pakistan,1992,,Syria
Russia,1992,14,Syria
Slovakia,1992,,Syria
Soviet Union,1992,,Syria
Belarus,1993,,Syria
Bulgaria,1993,,Syria
China,1993,,Syria
Czechoslovakia,1993,,Syria
Iran,1993,,Syria
North Korea,1993,22,Syria
Pakistan,1993,,Syria
Russia,1993,10,Syria
Slovakia,1993,142,Syria
Soviet Union,1993,,Syria
Belarus,1994,,Syria
Bulgaria,1994,,Syria
China,1994,,Syria
Czechoslovakia,1994,,Syria
Iran,1994,,Syria
North Korea,1994,18,Syria
Pakistan,1994,1,Syria
Russia,1994,,Syria
Slovakia,1994,,Syria
Soviet Union,1994,,Syria
Belarus,1995,,Syria
Bulgaria,1995,,Syria
China,1995,,Syria
Czechoslovakia,1995,,Syria
Iran,1995,,Syria
North Korea,1995,35,Syria
Pakistan,1995,,Syria
Russia,1995,,Syria
Slovakia,1995,,Syria
Soviet Union,1995,,Syria
Belarus,1996,,Syria
Bulgaria,1996,,Syria
China,1996,,Syria
Czechoslovakia,1996,,Syria
Iran,1996,,Syria
North Korea,1996,35,Syria
Pakistan,1996,,Syria
Russia,1996,,Syria
Slovakia,1996,,Syria
Soviet Union,1996,,Syria
Belarus,1997,,Syria
Bulgaria,1997,,Syria
China,1997,,Syria
Czechoslovakia,1997,,Syria
Iran,1997,,Syria
North Korea,1997,35,Syria
Pakistan,1997,,Syria
Russia,1997,,Syria
Slovakia,1997,,Syria
Soviet Union,1997,,Syria
Belarus,1998,,Syria
Bulgaria,1998,,Syria
China,1998,,Syria
Czechoslovakia,1998,,Syria
Iran,1998,,Syria
North Korea,1998,35,Syria
Pakistan,1998,,Syria
Russia,1998,20,Syria
Slovakia,1998,,Syria
Soviet Union,1998,,Syria
Belarus,1999,,Syria
Bulgaria,1999,,Syria
China,1999,,Syria
Czechoslovakia,1999,,Syria
Iran,1999,,Syria
North Korea,1999,35,Syria
Pakistan,1999,,Syria
Russia,1999,23,Syria
Slovakia,1999,,Syria
Soviet Union,1999,,Syria
Belarus,2000,,Syria
Bulgaria,2000,,Syria
China,2000,,Syria
Czechoslovakia,2000,,Syria
Iran,2000,,Syria
North Korea,2000,55,Syria
Pakistan,2000,,Syria
Russia,2000,9,Syria
Slovakia,2000,,Syria
Soviet Union,2000,,Syria
Belarus,2001,,Syria
Bulgaria,2001,,Syria
China,2001,,Syria
Czechoslovakia,2001,,Syria
Iran,2001,,Syria
North Korea,2001,20,Syria
Pakistan,2001,,Syria
Russia,2001,8,Syria
Slovakia,2001,,Syria
Soviet Union,2001,,Syria
Belarus,2002,,Syria
Bulgaria,2002,,Syria
China,2002,,Syria
Czechoslovakia,2002,,Syria
Iran,2002,,Syria
North Korea,2002,20,Syria
Pakistan,2002,,Syria
Russia,2002,25,Syria
Slovakia,2002,,Syria
Soviet Union,2002,,Syria
Belarus,2003,24,Syria
Bulgaria,2003,,Syria
China,2003,,Syria
Czechoslovakia,2003,,Syria
Iran,2003,,Syria
North Korea,2003,20,Syria
Pakistan,2003,,Syria
Russia,2003,25,Syria
Slovakia,2003,,Syria
Soviet Union,2003,,Syria
Belarus,2004,,Syria
Bulgaria,2004,,Syria
China,2004,,Syria
Czechoslovakia,2004,,Syria
Iran,2004,,Syria
North Korea,2004,20,Syria
Pakistan,2004,,Syria
Russia,2004,5,Syria
Slovakia,2004,,Syria
Soviet Union,2004,,Syria
Belarus,2005,,Syria
Bulgaria,2005,,Syria
China,2005,,Syria
Czechoslovakia,2005,,Syria
Iran,2005,,Syria
North Korea,2005,20,Syria
Pakistan,2005,,Syria
Russia,2005,15,Syria
Slovakia,2005,,Syria
Soviet Union,2005,,Syria
Belarus,2006,,Syria
Bulgaria,2006,,Syria
China,2006,,Syria
Czechoslovakia,2006,,Syria
Iran,2006,54,Syria
North Korea,2006,20,Syria
Pakistan,2006,,Syria
Russia,2006,26,Syria
Slovakia,2006,,Syria
Soviet Union,2006,,Syria
Belarus,2007,,Syria
Bulgaria,2007,,Syria
China,2007,,Syria
Czechoslovakia,2007,,Syria
Iran,2007,,Syria
North Korea,2007,20,Syria
Pakistan,2007,,Syria
Russia,2007,,Syria
Slovakia,2007,,Syria
Soviet Union,2007,,Syria
Belarus,2008,172,Syria
Bulgaria,2008,,Syria
China,2008,,Syria
Czechoslovakia,2008,,Syria
Iran,2008,40,Syria
North Korea,2008,20,Syria
Pakistan,2008,,Syria
Russia,2008,44,Syria
Slovakia,2008,,Syria
Soviet Union,2008,,Syria
Belarus,2009,,Syria
Bulgaria,2009,,Syria
China,2009,56,Syria
Czechoslovakia,2009,,Syria
Iran,2009,45,Syria
North Korea,2009,20,Syria
Pakistan,2009,,Syria
Russia,2009,72,Syria
Slovakia,2009,,Syria
Soviet Union,2009,,Syria
Belarus,2010,,Syria
Bulgaria,2010,,Syria
China,2010,15,Syria
Czechoslovakia,2010,,Syria
Iran,2010,45,Syria
North Korea,2010,,Syria
Pakistan,2010,,Syria
Russia,2010,238,Syria
Slovakia,2010,,Syria
Soviet Union,2010,,Syria
Belarus,2011,,Syria
Bulgaria,2011,,Syria
China,2011,,Syria
Czechoslovakia,2011,,Syria
Iran,2011,86,Syria
North Korea,2011,,Syria
Pakistan,2011,,Syria
Russia,2011,282,Syria
Slovakia,2011,,Syria
Soviet Union,2011,,Syria
Belarus,2012,,Syria
Bulgaria,2012,,Syria
China,2012,,Syria
Czechoslovakia,2012,,Syria
Iran,2012,20,Syria
North Korea,2012,,Syria
Pakistan,2012,,Syria
Russia,2012,351,Syria
Slovakia,2012,,Syria
Soviet Union,2012,,Syria
Belarus,2013,,Syria
Bulgaria,2013,,Syria
China,2013,,Syria
Czechoslovakia,2013,,Syria
Iran,2013,10,Syria
North Korea,2013,,Syria
Pakistan,2013,,Syria
Russia,2013,351,Syria
Slovakia,2013,,Syria
Soviet Union,2013,,Syria
Belarus,2014,,Syria
Bulgaria,2014,,Syria
China,2014,5,Syria
Czechoslovakia,2014,,Syria
Iran,2014,10,Syria
North Korea,2014,,Syria
Pakistan,2014,,Syria
Russia,2014,,Syria
Slovakia,2014,,Syria
Soviet Union,2014,,Syria
Belarus,2015,,Syria
Bulgaria,2015,,Syria
China,2015,,Syria
Czechoslovakia,2015,,Syria
Iran,2015,,Syria
North Korea,2015,,Syria
Pakistan,2015,,Syria
Russia,2015,,Syria
Slovakia,2015,,Syria
Soviet Union,2015,,Syria
Belarus,2016,,Syria
Bulgaria,2016,,Syria
China,2016,,Syria
Czechoslovakia,2016,,Syria
Iran,2016,,Syria
North Korea,2016,,Syria
Pakistan,2016,,Syria
Russia,2016,,Syria
Slovakia,2016,,Syria
Soviet Union,2016,,Syria
Canada,1988,,Turkey
China,1988,,Turkey
Denmark,1988,,Turkey
France,1988,1,Turkey
Germany (FRG),1988,700,Turkey
Israel,1988,,Turkey
Italy,1988,67,Turkey
Netherlands,1988,159,Turkey
Norway,1988,,Turkey
Russia,1988,,Turkey
Saudi Arabia,1988,,Turkey
South Korea,1988,,Turkey
Spain,1988,,Turkey
Switzerland,1988,,Turkey
Taiwan (ROC),1988,,Turkey
United Kingdom,1988,157,Turkey
United States,1988,522,Turkey
Canada,1989,,Turkey
China,1989,,Turkey
Denmark,1989,,Turkey
France,1989,25,Turkey
Germany (FRG),1989,246,Turkey
Israel,1989,,Turkey
Italy,1989,14,Turkey
Netherlands,1989,66,Turkey
Norway,1989,,Turkey
Russia,1989,,Turkey
Saudi Arabia,1989,,Turkey
South Korea,1989,,Turkey
Spain,1989,,Turkey
Switzerland,1989,,Turkey
Taiwan (ROC),1989,29,Turkey
United Kingdom,1989,10,Turkey
United States,1989,617,Turkey
Canada,1990,,Turkey
China,1990,,Turkey
Denmark,1990,,Turkey
France,1990,1,Turkey
Germany (FRG),1990,271,Turkey
Israel,1990,,Turkey
Italy,1990,1,Turkey
Netherlands,1990,122,Turkey
Norway,1990,,Turkey
Russia,1990,,Turkey
Saudi Arabia,1990,,Turkey
South Korea,1990,,Turkey
Spain,1990,,Turkey
Switzerland,1990,,Turkey
Taiwan (ROC),1990,,Turkey
United Kingdom,1990,,Turkey
United States,1990,856,Turkey
Canada,1991,,Turkey
China,1991,,Turkey
Denmark,1991,,Turkey
France,1991,1,Turkey
Germany (FRG),1991,255,Turkey
Israel,1991,,Turkey
Italy,1991,1,Turkey
Netherlands,1991,41,Turkey
Norway,1991,3,Turkey
Russia,1991,,Turkey
Saudi Arabia,1991,,Turkey
South Korea,1991,,Turkey
Spain,1991,,Turkey
Switzerland,1991,,Turkey
Taiwan (ROC),1991,,Turkey
United Kingdom,1991,,Turkey
United States,1991,917,Turkey
Canada,1992,,Turkey
China,1992,,Turkey
Denmark,1992,,Turkey
France,1992,1,Turkey
Germany (FRG),1992,97,Turkey
Israel,1992,,Turkey
Italy,1992,4,Turkey
Netherlands,1992,27,Turkey
Norway,1992,5,Turkey
Russia,1992,,Turkey
Saudi Arabia,1992,,Turkey
South Korea,1992,,Turkey
Spain,1992,25,Turkey
Switzerland,1992,,Turkey
Taiwan (ROC),1992,,Turkey
United Kingdom,1992,,Turkey
United States,1992,1680,Turkey
Canada,1993,,Turkey
China,1993,,Turkey
Denmark,1993,,Turkey
France,1993,25,Turkey
Germany (FRG),1993,243,Turkey
Israel,1993,,Turkey
Italy,1993,4,Turkey
Netherlands,1993,10,Turkey
Norway,1993,15,Turkey
Russia,1993,24,Turkey
Saudi Arabia,1993,,Turkey
South Korea,1993,,Turkey
Spain,1993,49,Turkey
Switzerland,1993,,Turkey
Taiwan (ROC),1993,,Turkey
United Kingdom,1993,,Turkey
United States,1993,1928,Turkey
Canada,1994,,Turkey
China,1994,,Turkey
Denmark,1994,,Turkey
France,1994,50,Turkey
Germany (FRG),1994,341,Turkey
Israel,1994,,Turkey
Italy,1994,10,Turkey
Netherlands,1994,10,Turkey
Norway,1994,5,Turkey
Russia,1994,7,Turkey
Saudi Arabia,1994,,Turkey
South Korea,1994,,Turkey
Spain,1994,49,Turkey
Switzerland,1994,,Turkey
Taiwan (ROC),1994,,Turkey
United Kingdom,1994,28,Turkey
United States,1994,1358,Turkey
Canada,1995,,Turkey
China,1995,,Turkey
Denmark,1995,,Turkey
France,1995,124,Turkey
Germany (FRG),1995,554,Turkey
Israel,1995,,Turkey
Italy,1995,23,Turkey
Netherlands,1995,14,Turkey
Norway,1995,,Turkey
Russia,1995,44,Turkey
Saudi Arabia,1995,,Turkey
South Korea,1995,,Turkey
Spain,1995,74,Turkey
Switzerland,1995,,Turkey
Taiwan (ROC),1995,,Turkey
United Kingdom,1995,43,Turkey
United States,1995,712,Turkey
Canada,1996,,Turkey
China,1996,,Turkey
Denmark,1996,,Turkey
France,1996,123,Turkey
Germany (FRG),1996,488,Turkey
Israel,1996,,Turkey
Italy,1996,37,Turkey
Netherlands,1996,5,Turkey
Norway,1996,,Turkey
Russia,1996,95,Turkey
Saudi Arabia,1996,,Turkey
South Korea,1996,,Turkey
Spain,1996,74,Turkey
Switzerland,1996,5,Turkey
Taiwan (ROC),1996,,Turkey
United Kingdom,1996,55,Turkey
United States,1996,630,Turkey
Canada,1997,,Turkey
China,1997,,Turkey
Denmark,1997,,Turkey
France,1997,34,Turkey
Germany (FRG),1997,123,Turkey
Israel,1997,,Turkey
Italy,1997,36,Turkey
Netherlands,1997,19,Turkey
Norway,1997,,Turkey
Russia,1997,,Turkey
Saudi Arabia,1997,,Turkey
South Korea,1997,,Turkey
Spain,1997,82,Turkey
Switzerland,1997,23,Turkey
Taiwan (ROC),1997,,Turkey
United Kingdom,1997,55,Turkey
United States,1997,1159,Turkey
Canada,1998,,Turkey
China,1998,6,Turkey
Denmark,1998,,Turkey
France,1998,125,Turkey
Germany (FRG),1998,591,Turkey
Israel,1998,,Turkey
Italy,1998,10,Turkey
Netherlands,1998,22,Turkey
Norway,1998,,Turkey
Russia,1998,,Turkey
Saudi Arabia,1998,,Turkey
South Korea,1998,,Turkey
Spain,1998,74,Turkey
Switzerland,1998,23,Turkey
Taiwan (ROC),1998,,Turkey
United Kingdom,1998,178,Turkey
United States,1998,1615,Turkey
Canada,1999,,Turkey
China,1999,6,Turkey
Denmark,1999,,Turkey
France,1999,163,Turkey
Germany (FRG),1999,237,Turkey
Israel,1999,,Turkey
Italy,1999,5,Turkey
Netherlands,1999,13,Turkey
Norway,1999,,Turkey
Russia,1999,,Turkey
Saudi Arabia,1999,,Turkey
South Korea,1999,,Turkey
Spain,1999,,Turkey
Switzerland,1999,23,Turkey
Taiwan (ROC),1999,,Turkey
United Kingdom,1999,163,Turkey
United States,1999,1127,Turkey
Canada,2000,,Turkey
China,2000,6,Turkey
Denmark,2000,,Turkey
France,2000,156,Turkey
Germany (FRG),2000,298,Turkey
Israel,2000,,Turkey
Italy,2000,10,Turkey
Netherlands,2000,22,Turkey
Norway,2000,,Turkey
Russia,2000,,Turkey
Saudi Arabia,2000,,Turkey
South Korea,2000,,Turkey
Spain,2000,,Turkey
Switzerland,2000,23,Turkey
Taiwan (ROC),2000,,Turkey
United Kingdom,2000,150,Turkey
United States,2000,520,Turkey
Canada,2001,,Turkey
China,2001,,Turkey
Denmark,2001,,Turkey
France,2001,170,Turkey
Germany (FRG),2001,,Turkey
Israel,2001,46,Turkey
Italy,2001,15,Turkey
Netherlands,2001,,Turkey
Norway,2001,6,Turkey
Russia,2001,,Turkey
Saudi Arabia,2001,,Turkey
South Korea,2001,,Turkey
Spain,2001,,Turkey
Switzerland,2001,,Turkey
Taiwan (ROC),2001,,Turkey
United Kingdom,2001,135,Turkey
United States,2001,138,Turkey
Canada,2002,,Turkey
China,2002,7,Turkey
Denmark,2002,,Turkey
France,2002,193,Turkey
Germany (FRG),2002,,Turkey
Israel,2002,94,Turkey
Italy,2002,15,Turkey
Netherlands,2002,,Turkey
Norway,2002,6,Turkey
Russia,2002,,Turkey
Saudi Arabia,2002,,Turkey
South Korea,2002,,Turkey
Spain,2002,,Turkey
Switzerland,2002,,Turkey
Taiwan (ROC),2002,,Turkey
United Kingdom,2002,142,Turkey
United States,2002,448,Turkey
Canada,2003,,Turkey
China,2003,7,Turkey
Denmark,2003,,Turkey
France,2003,15,Turkey
Germany (FRG),2003,,Turkey
Israel,2003,48,Turkey
Italy,2003,15,Turkey
Netherlands,2003,,Turkey
Norway,2003,,Turkey
Russia,2003,,Turkey
Saudi Arabia,2003,,Turkey
South Korea,2003,,Turkey
Spain,2003,,Turkey
Switzerland,2003,,Turkey
Taiwan (ROC),2003,,Turkey
United Kingdom,2003,14,Turkey
United States,2003,232,Turkey
Canada,2004,,Turkey
China,2004,14,Turkey
Denmark,2004,,Turkey
France,2004,,Turkey
Germany (FRG),2004,21,Turkey
Israel,2004,10,Turkey
Italy,2004,,Turkey
Netherlands,2004,,Turkey
Norway,2004,,Turkey
Russia,2004,,Turkey
Saudi Arabia,2004,,Turkey
South Korea,2004,69,Turkey
Spain,2004,,Turkey
Switzerland,2004,,Turkey
Taiwan (ROC),2004,,Turkey
United Kingdom,2004,14,Turkey
United States,2004,129,Turkey
Canada,2005,,Turkey
China,2005,14,Turkey
Denmark,2005,,Turkey
France,2005,,Turkey
Germany (FRG),2005,602,Turkey
Israel,2005,3,Turkey
Italy,2005,35,Turkey
Netherlands,2005,27,Turkey
Norway,2005,,Turkey
Russia,2005,,Turkey
Saudi Arabia,2005,,Turkey
South Korea,2005,104,Turkey
Spain,2005,,Turkey
Switzerland,2005,,Turkey
Taiwan (ROC),2005,,Turkey
United Kingdom,2005,38,Turkey
United States,2005,290,Turkey
Canada,2006,,Turkey
China,2006,28,Turkey
Denmark,2006,,Turkey
France,2006,,Turkey
Germany (FRG),2006,330,Turkey
Israel,2006,6,Turkey
Italy,2006,30,Turkey
Netherlands,2006,13,Turkey
Norway,2006,,Turkey
Russia,2006,,Turkey
Saudi Arabia,2006,,Turkey
South Korea,2006,104,Turkey
Spain,2006,,Turkey
Switzerland,2006,,Turkey
Taiwan (ROC),2006,,Turkey
United Kingdom,2006,14,Turkey
United States,2006,5,Turkey
Canada,2007,,Turkey
China,2007,35,Turkey
Denmark,2007,,Turkey
France,2007,,Turkey
Germany (FRG),2007,404,Turkey
Israel,2007,99,Turkey
Italy,2007,,Turkey
Netherlands,2007,,Turkey
Norway,2007,,Turkey
Russia,2007,,Turkey
Saudi Arabia,2007,,Turkey
South Korea,2007,104,Turkey
Spain,2007,,Turkey
Switzerland,2007,,Turkey
Taiwan (ROC),2007,,Turkey
United Kingdom,2007,26,Turkey
United States,2007,25,Turkey
Canada,2008,,Turkey
China,2008,35,Turkey
Denmark,2008,,Turkey
France,2008,,Turkey
Germany (FRG),2008,287,Turkey
Israel,2008,97,Turkey
Italy,2008,30,Turkey
Netherlands,2008,13,Turkey
Norway,2008,,Turkey
Russia,2008,,Turkey
Saudi Arabia,2008,,Turkey
South Korea,2008,104,Turkey
Spain,2008,,Turkey
Switzerland,2008,,Turkey
Taiwan (ROC),2008,,Turkey
United Kingdom,2008,26,Turkey
United States,2008,49,Turkey
Canada,2009,,Turkey
China,2009,35,Turkey
Denmark,2009,,Turkey
France,2009,,Turkey
Germany (FRG),2009,167,Turkey
Israel,2009,320,Turkey
Italy,2009,5,Turkey
Netherlands,2009,13,Turkey
Norway,2009,,Turkey
Russia,2009,16,Turkey
Saudi Arabia,2009,,Turkey
South Korea,2009,130,Turkey
Spain,2009,,Turkey
Switzerland,2009,,Turkey
Taiwan (ROC),2009,,Turkey
United Kingdom,2009,26,Turkey
United States,2009,21,Turkey
Canada,2010,3,Turkey
China,2010,35,Turkey
Denmark,2010,,Turkey
France,2010,,Turkey
Germany (FRG),2010,126,Turkey
Israel,2010,69,Turkey
Italy,2010,5,Turkey
Netherlands,2010,13,Turkey
Norway,2010,,Turkey
Russia,2010,16,Turkey
Saudi Arabia,2010,,Turkey
South Korea,2010,181,Turkey
Spain,2010,,Turkey
Switzerland,2010,,Turkey
Taiwan (ROC),2010,,Turkey
United Kingdom,2010,25,Turkey
United States,2010,11,Turkey
Canada,2011,12,Turkey
China,2011,35,Turkey
Denmark,2011,,Turkey
France,2011,,Turkey
Germany (FRG),2011,40,Turkey
Israel,2011,22,Turkey
Italy,2011,8,Turkey
Netherlands,2011,42,Turkey
Norway,2011,12,Turkey
Russia,2011,,Turkey
Saudi Arabia,2011,62,Turkey
South Korea,2011,206,Turkey
Spain,2011,,Turkey
Switzerland,2011,,Turkey
Taiwan (ROC),2011,,Turkey
United Kingdom,2011,,Turkey
United States,2011,331,Turkey
Canada,2012,9,Turkey
China,2012,35,Turkey
Denmark,2012,9,Turkey
France,2012,,Turkey
Germany (FRG),2012,28,Turkey
Israel,2012,9,Turkey
Italy,2012,170,Turkey
Netherlands,2012,38,Turkey
Norway,2012,,Turkey
Russia,2012,,Turkey
Saudi Arabia,2012,,Turkey
South Korea,2012,198,Turkey
Spain,2012,,Turkey
Switzerland,2012,,Turkey
Taiwan (ROC),2012,,Turkey
United Kingdom,2012,,Turkey
United States,2012,1009,Turkey
Canada,2013,4,Turkey
China,2013,,Turkey
Denmark,2013,,Turkey
France,2013,15,Turkey
Germany (FRG),2013,9,Turkey
Israel,2013,,Turkey
Italy,2013,35,Turkey
Netherlands,2013,50,Turkey
Norway,2013,,Turkey
Russia,2013,,Turkey
Saudi Arabia,2013,,Turkey
South Korea,2013,165,Turkey
Spain,2013,135,Turkey
Switzerland,2013,,Turkey
Taiwan (ROC),2013,,Turkey
United Kingdom,2013,,Turkey
United States,2013,355,Turkey
Canada,2014,,Turkey
China,2014,,Turkey
Denmark,2014,,Turkey
France,2014,8,Turkey
Germany (FRG),2014,54,Turkey
Israel,2014,17,Turkey
Italy,2014,72,Turkey
Netherlands,2014,55,Turkey
Norway,2014,,Turkey
Russia,2014,,Turkey
Saudi Arabia,2014,,Turkey
South Korea,2014,6,Turkey
Spain,2014,229,Turkey
Switzerland,2014,,Turkey
Taiwan (ROC),2014,,Turkey
United Kingdom,2014,,Turkey
United States,2014,1116,Turkey
Canada,2015,,Turkey
China,2015,,Turkey
Denmark,2015,,Turkey
France,2015,,Turkey
Germany (FRG),2015,14,Turkey
Israel,2015,15,Turkey
Italy,2015,32,Turkey
Netherlands,2015,,Turkey
Norway,2015,,Turkey
Russia,2015,,Turkey
Saudi Arabia,2015,,Turkey
South Korea,2015,6,Turkey
